Order_ID,Order_Date,Shipping_Date,Delivery_Date,Region,City,Warehouse,Supplier,Product_ID,Category,Order_Quantity,Unit_Price,Total_Sales,Inventory_Level,Reorder_Level,Shipping_Mode,Delivery_Status
ORD10054,2023-03-17,2023-03-17,2023-03-23,North,Lucknow,WH-E,Supplier Gamma,P396,Sports,5,134,670,266,30,Express,On Time
ORD10055,2023-07-28,2023-07-30,2023-07-31,East,Kolkata,WH-B,Supplier Omega,P434,Electronics,2,410,820,48,35,Express,On Time
ORD10056,2023-04-03,2023-04-05,2023-04-13,West,Ahmedabad,WH-B,Supplier Omega,P801,Home & Kitchen,10,422,4220,464,92,Express,Late
ORD10057,2024-07-03,2024-07-03,2024-07-08,North,Chandigarh,WH-D,Supplier Omega,P151,Electronics,8,476,3808,414,46,Express,On Time
ORD10058,2024-01-06,2024-01-08,2024-01-14,South,Hyderabad,WH-C,Supplier Omega,P701,Home & Kitchen,11,147,1617,155,63,Standard,On Time
ORD10059,2024-06-29,2024-07-02,2024-07-07,East,Patna,WH-C,Supplier Gamma,P713,Health,19,368,6992,348,36,Standard,On Time
ORD10060,2023-05-13,2023-05-14,2023-05-22,South,Hyderabad,WH-E,Supplier Delta,P423,Electronics,13,449,5837,210,53,Standard,Late
ORD10061,2024-08-06,2024-08-08,2024-08-10,South,Chennai,WH-C,Supplier Omega,P893,Health,2,420,840,177,80,Express,On Time
ORD10062,2024-02-05,2024-02-07,2024-02-09,East,Patna,WH-A,Supplier Gamma,P841,Electronics,6,429,2574,271,24,Standard,On Time
ORD10063,2024-06-27,2024-06-29,2024-07-03,East,Kolkata,WH-D,Supplier Gamma,P768,Sports,7,287,2009,151,73,Express,On Time
ORD10064,2023-06-30,2023-07-02,2023-07-09,North,Lucknow,WH-A,Supplier Omega,P179,Clothing,20,144,2880,32,61,Standard,On Time
ORD10065,2024-12-21,2024-12-21,2024-12-31,South,Bangalore,WH-D,Supplier Alpha,P718,Sports,12,40,480,86,40,Express,Late
ORD10066,2023-01-14,2023-01-15,2023-01-19,West,Ahmedabad,WH-D,Supplier Gamma,P550,Health,8,489,3912,89,84,Same Day,On Time
ORD10067,2024-08-01,2024-08-04,2024-08-06,West,Mumbai,WH-C,Supplier Gamma,P370,Clothing,17,142,2414,10,61,Standard,On Time
ORD10068,2024-04-26,2024-04-27,2024-05-07,South,Hyderabad,WH-C,Supplier Omega,P215,Clothing,6,251,1506,272,71,Same Day,Late
ORD10069,2024-02-10,2024-02-10,2024-02-15,South,Bangalore,WH-D,Supplier Gamma,P598,Electronics,7,378,2646,378,88,Express,On Time
ORD10070,2024-09-21,2024-09-22,2024-09-28,East,Patna,WH-B,Supplier Delta,P936,Electronics,2,105,210,221,56,Same Day,On Time
ORD10071,2023-04-23,2023-04-25,2023-05-01,West,Pune,WH-D,Supplier Omega,P485,Electronics,16,470,7520,99,48,Standard,On Time
ORD10072,2023-09-16,2023-09-16,2023-09-19,North,Lucknow,WH-D,Supplier Omega,P928,Sports,8,148,1184,495,64,Express,On Time
ORD10073,2024-09-26,2024-09-26,2024-10-06,West,Mumbai,WH-C,Supplier Gamma,P114,Sports,4,58,232,15,31,Standard,Late
ORD10074,2024-10-31,2024-10-31,2024-11-06,West,Ahmedabad,WH-A,Supplier Omega,P529,Electronics,6,497,2982,362,92,Same Day,On Time
ORD10075,2023-10-04,2023-10-06,2023-10-16,West,Mumbai,WH-B,Supplier Delta,P571,Home & Kitchen,17,79,1343,74,21,Express,Late
ORD10076,2023-04-15,2023-04-15,2023-04-25,East,Patna,WH-B,Supplier Delta,P386,Electronics,11,278,3058,185,39,Express,Late
ORD10077,2023-03-12,2023-03-13,2023-03-15,East,Bhubaneswar,WH-C,Supplier Delta,P934,Electronics,17,44,748,323,87,Express,On Time
ORD10078,2023-02-13,2023-02-14,2023-02-15,South,Bangalore,WH-E,Supplier Delta,P101,Clothing,7,109,763,333,92,Express,On Time
ORD10079,2024-01-10,2024-01-13,2024-01-23,North,Chandigarh,WH-C,Supplier Beta,P984,Electronics,8,363,2904,407,71,Same Day,Late
ORD10080,2024-05-13,2024-05-13,2024-05-15,South,Hyderabad,WH-E,Supplier Delta,P186,Home & Kitchen,11,209,2299,483,94,Standard,On Time
ORD10081,2024-04-01,2024-04-04,2024-04-11,East,Kolkata,WH-D,Supplier Omega,P331,Sports,15,320,4800,365,33,Express,On Time
ORD10082,2023-11-16,2023-11-17,2023-11-26,West,Ahmedabad,WH-D,Supplier Beta,P296,Electronics,1,120,120,479,73,Standard,Late
ORD10083,2023-04-21,2023-04-23,2023-04-28,West,Ahmedabad,WH-A,Supplier Gamma,P392,Health,1,220,220,334,20,Standard,On Time
ORD10084,2023-07-06,2023-07-06,2023-07-07,West,Mumbai,WH-D,Supplier Omega,P388,Health,20,249,4980,358,84,Same Day,On Time
ORD10085,2024-11-04,2024-11-07,2024-11-12,North,Delhi,WH-D,Supplier Gamma,P390,Clothing,12,102,1224,281,24,Standard,On Time
ORD10086,2023-11-16,2023-11-17,2023-11-27,North,Lucknow,WH-C,Supplier Delta,P750,Health,19,309,5871,270,89,Same Day,Late
ORD10087,2024-11-28,2024-11-29,2024-12-04,South,Hyderabad,WH-E,Supplier Alpha,P393,Electronics,18,70,1260,444,48,Express,On Time
ORD10088,2024-03-17,2024-03-17,2024-03-20,East,Bhubaneswar,WH-A,Supplier Alpha,P878,Health,11,327,3597,326,53,Same Day,On Time
ORD10089,2023-08-05,2023-08-06,2023-08-16,North,Chandigarh,WH-E,Supplier Gamma,P565,Sports,7,221,1547,41,35,Express,Late
ORD10090,2023-06-11,2023-06-13,2023-06-15,East,Kolkata,WH-C,Supplier Beta,P321,Health,20,356,7120,447,90,Same Day,On Time
ORD10091,2024-10-25,2024-10-25,2024-10-30,South,Bangalore,WH-C,Supplier Gamma,P112,Sports,4,304,1216,85,41,Express,On Time
ORD10092,2023-09-03,2023-09-05,2023-09-07,East,Kolkata,WH-E,Supplier Alpha,P175,Sports,15,500,7500,16,41,Express,On Time
ORD10093,2024-11-21,2024-11-21,2024-11-24,East,Patna,WH-B,Supplier Gamma,P502,Electronics,20,364,7280,375,99,Express,On Time
ORD10094,2024-03-13,2024-03-14,2024-03-17,West,Mumbai,WH-D,Supplier Alpha,P272,Health,19,479,9101,70,64,Express,On Time
ORD10095,2023-09-08,2023-09-09,2023-09-11,South,Hyderabad,WH-B,Supplier Alpha,P850,Home & Kitchen,6,35,210,20,91,Same Day,On Time
ORD10096,2024-11-22,2024-11-25,2024-12-02,North,Delhi,WH-D,Supplier Alpha,P760,Clothing,18,54,972,348,51,Same Day,On Time
ORD10097,2024-03-09,2024-03-09,2024-03-16,North,Lucknow,WH-C,Supplier Delta,P914,Clothing,11,249,2739,198,39,Same Day,On Time
ORD10098,2023-12-04,2023-12-04,2023-12-14,West,Ahmedabad,WH-C,Supplier Omega,P449,Electronics,17,364,6188,44,62,Same Day,Late
ORD10099,2023-03-18,2023-03-18,2023-03-27,North,Delhi,WH-C,Supplier Alpha,P697,Sports,15,135,2025,56,69,Express,Late
ORD10100,2023-08-07,2023-08-09,2023-08-10,East,Bhubaneswar,WH-E,Supplier Gamma,P621,Health,1,111,111,145,22,Express,Cancelled
ORD10101,2024-06-30,2024-07-02,2024-07-10,East,Patna,WH-D,Supplier Omega,P938,Home & Kitchen,19,250,4750,264,85,Standard,Late
ORD10102,2023-12-19,2023-12-22,2023-12-31,South,Hyderabad,WH-C,Supplier Delta,P502,Clothing,15,48,720,38,81,Same Day,Late
ORD10103,2024-11-12,2024-11-13,2024-11-15,East,Kolkata,WH-D,Supplier Gamma,P851,Sports,3,119,357,17,38,Express,On Time
ORD10104,2024-08-07,2024-08-09,2024-08-19,East,Patna,WH-C,Supplier Alpha,P368,Clothing,14,87,1218,262,78,Express,Late
ORD10105,2024-03-18,2024-03-21,2024-03-23,South,Hyderabad,WH-E,Supplier Omega,P877,Home & Kitchen,4,15,60,402,42,Express,On Time
ORD10106,2024-09-19,2024-09-20,2024-09-26,South,Bangalore,WH-C,Supplier Beta,P506,Health,7,371,2597,212,21,Same Day,On Time
ORD10107,2023-02-14,2023-02-16,2023-02-20,East,Bhubaneswar,WH-E,Supplier Gamma,P405,Home & Kitchen,5,469,2345,327,46,Standard,Cancelled
ORD10108,2023-03-09,2023-03-09,2023-03-14,East,Patna,WH-A,Supplier Delta,P909,Electronics,19,78,1482,344,36,Same Day,On Time
ORD10109,2023-02-16,2023-02-16,2023-02-17,North,Lucknow,WH-A,Supplier Omega,P554,Electronics,7,248,1736,255,51,Standard,On Time
ORD10110,2023-07-07,2023-07-09,2023-07-13,East,Kolkata,WH-C,Supplier Delta,P846,Health,18,117,2106,297,83,Express,On Time
ORD10111,2023-09-10,2023-09-13,2023-09-19,West,Mumbai,WH-B,Supplier Alpha,P382,Clothing,17,469,7973,419,37,Express,On Time
ORD10112,2023-09-29,2023-09-30,2023-10-01,South,Chennai,WH-E,Supplier Beta,P116,Home & Kitchen,10,134,1340,311,25,Same Day,On Time
ORD10113,2024-03-27,2024-03-28,2024-04-02,South,Hyderabad,WH-B,Supplier Beta,P398,Health,4,266,1064,293,23,Express,On Time
ORD10114,2023-02-01,2023-02-04,2023-02-12,South,Chennai,WH-E,Supplier Gamma,P377,Home & Kitchen,5,351,1755,480,23,Express,Late
ORD10115,2023-07-22,2023-07-25,2023-07-27,North,Lucknow,WH-C,Supplier Delta,P949,Electronics,8,404,3232,254,92,Same Day,On Time
ORD10116,2023-06-07,2023-06-07,2023-06-15,South,Hyderabad,WH-C,Supplier Omega,P969,Electronics,12,106,1272,431,53,Standard,Late
ORD10117,2023-12-07,2023-12-10,2023-12-20,West,Pune,WH-A,Supplier Delta,P410,Clothing,16,35,560,272,35,Same Day,Late
ORD10118,2023-12-09,2023-12-09,2023-12-12,East,Patna,WH-B,Supplier Delta,P377,Electronics,14,231,3234,414,41,Express,On Time
ORD10119,2024-02-16,2024-02-18,2024-02-24,North,Lucknow,WH-E,Supplier Delta,P892,Sports,15,47,705,442,65,Standard,On Time
ORD10120,2024-08-20,2024-08-21,2024-08-27,North,Chandigarh,WH-D,Supplier Omega,P351,Electronics,9,387,3483,51,42,Same Day,On Time
ORD10121,2023-09-02,2023-09-04,2023-09-06,South,Bangalore,WH-B,Supplier Alpha,P671,Home & Kitchen,18,363,6534,111,65,Express,On Time
ORD10122,2024-01-08,2024-01-08,2024-01-14,West,Pune,WH-C,Supplier Omega,P377,Clothing,7,267,1869,408,36,Express,On Time
ORD10123,2023-05-28,2023-05-29,2023-05-31,North,Chandigarh,WH-A,Supplier Beta,P630,Electronics,12,15,180,129,25,Same Day,On Time
ORD10124,2024-08-22,2024-08-23,2024-08-28,East,Bhubaneswar,WH-D,Supplier Omega,P981,Home & Kitchen,1,189,189,33,82,Standard,On Time
ORD10125,2024-04-19,2024-04-20,2024-04-21,West,Mumbai,WH-B,Supplier Delta,P237,Clothing,11,184,2024,479,44,Standard,On Time
ORD10126,2023-02-14,2023-02-15,2023-02-25,East,Bhubaneswar,WH-E,Supplier Alpha,P862,Clothing,3,175,525,395,20,Express,Late
ORD10127,2023-09-13,2023-09-14,2023-09-22,North,Delhi,WH-D,Supplier Alpha,P207,Home & Kitchen,20,83,1660,0,33,Standard,Late
ORD10128,2023-02-25,2023-02-27,2023-03-04,East,Kolkata,WH-B,Supplier Beta,P309,Clothing,15,202,3030,342,37,Express,On Time
ORD10129,2023-03-07,2023-03-10,2023-03-14,North,Lucknow,WH-E,Supplier Gamma,P478,Electronics,2,395,790,269,26,Standard,On Time
ORD10130,2024-07-28,2024-07-29,2024-08-08,East,Bhubaneswar,WH-A,Supplier Gamma,P427,Clothing,16,341,5456,149,75,Express,Late
ORD10131,2023-03-02,2023-03-03,2023-03-04,East,Kolkata,WH-E,Supplier Omega,P854,Clothing,4,348,1392,111,60,Standard,On Time
ORD10132,2023-03-09,2023-03-11,2023-03-21,West,Ahmedabad,WH-C,Supplier Gamma,P774,Electronics,13,321,4173,213,45,Standard,Late
ORD10133,2023-10-31,2023-10-31,2023-11-09,West,Mumbai,WH-D,Supplier Alpha,P821,Home & Kitchen,6,127,762,11,43,Standard,Late
ORD10134,2023-02-08,2023-02-09,2023-02-12,North,Delhi,WH-E,Supplier Alpha,P287,Health,1,98,98,366,63,Same Day,On Time
ORD10135,2023-08-10,2023-08-12,2023-08-17,West,Ahmedabad,WH-A,Supplier Omega,P618,Home & Kitchen,9,317,2853,386,51,Express,On Time
ORD10136,2024-09-07,2024-09-10,2024-09-12,North,Chandigarh,WH-B,Supplier Beta,P672,Clothing,6,167,1002,133,56,Same Day,On Time
ORD10137,2024-01-08,2024-01-09,2024-01-16,East,Bhubaneswar,WH-B,Supplier Omega,P802,Sports,3,182,546,279,91,Standard,On Time
ORD10138,2023-12-22,2023-12-22,2023-12-25,North,Lucknow,WH-A,Supplier Gamma,P373,Home & Kitchen,16,40,640,358,48,Express,On Time
ORD10139,2024-02-13,2024-02-15,2024-02-21,East,Kolkata,WH-C,Supplier Gamma,P447,Home & Kitchen,11,293,3223,53,100,Standard,On Time
ORD10140,2023-09-11,2023-09-13,2023-09-14,South,Bangalore,WH-B,Supplier Gamma,P717,Health,10,10,100,63,28,Express,On Time
ORD10141,2023-05-22,2023-05-24,2023-05-30,West,Mumbai,WH-E,Supplier Alpha,P772,Electronics,13,292,3796,383,82,Express,On Time
ORD10142,2023-10-16,2023-10-19,2023-10-28,East,Kolkata,WH-B,Supplier Omega,P235,Health,7,309,2163,91,84,Express,Late
ORD10143,2024-04-30,2024-04-30,2024-05-04,South,Hyderabad,WH-D,Supplier Beta,P600,Health,1,458,458,341,78,Same Day,On Time
ORD10144,2024-05-28,2024-05-28,2024-05-29,North,Lucknow,WH-B,Supplier Delta,P757,Clothing,4,420,1680,224,71,Same Day,On Time
ORD10145,2024-09-27,2024-09-28,2024-09-29,West,Ahmedabad,WH-E,Supplier Gamma,P118,Health,1,440,440,309,31,Standard,On Time
ORD10146,2023-12-01,2023-12-01,2023-12-05,West,Ahmedabad,WH-C,Supplier Omega,P234,Health,18,93,1674,253,45,Same Day,On Time
ORD10147,2024-02-29,2024-03-02,2024-03-06,East,Bhubaneswar,WH-E,Supplier Delta,P637,Electronics,20,149,2980,144,98,Express,On Time
ORD10148,2024-09-08,2024-09-08,2024-09-14,North,Delhi,WH-D,Supplier Gamma,P187,Health,12,162,1944,193,49,Same Day,On Time
ORD10149,2024-10-13,2024-10-15,2024-10-21,West,Pune,WH-D,Supplier Alpha,P150,Sports,9,378,3402,114,73,Express,On Time
ORD10150,2024-05-04,2024-05-07,2024-05-08,North,Delhi,WH-C,Supplier Gamma,P789,Sports,4,382,1528,93,48,Express,On Time
ORD10151,2024-08-14,2024-08-14,2024-08-17,East,Patna,WH-D,Supplier Beta,P564,Sports,18,253,4554,42,95,Same Day,On Time
ORD10152,2024-04-28,2024-04-30,2024-05-02,West,Pune,WH-D,Supplier Alpha,P169,Health,8,67,536,493,63,Same Day,On Time
ORD10153,2023-10-14,2023-10-16,2023-10-23,South,Bangalore,WH-C,Supplier Gamma,P820,Sports,15,38,570,471,25,Express,On Time
ORD10154,2024-06-28,2024-06-28,2024-07-07,North,Lucknow,WH-C,Supplier Beta,P943,Health,12,500,6000,491,69,Same Day,Late
ORD10155,2023-04-18,2023-04-19,2023-04-21,South,Bangalore,WH-A,Supplier Delta,P600,Sports,2,325,650,56,98,Express,On Time
ORD10156,2023-02-22,2023-02-23,2023-03-05,West,Ahmedabad,WH-A,Supplier Beta,P627,Health,12,219,2628,465,35,Standard,Cancelled
ORD10157,2023-03-02,2023-03-05,2023-03-08,East,Patna,WH-A,Supplier Delta,P385,Home & Kitchen,16,478,7648,154,95,Express,On Time
ORD10158,2024-06-10,2024-06-10,2024-06-16,East,Bhubaneswar,WH-E,Supplier Delta,P918,Clothing,11,235,2585,448,70,Express,On Time
ORD10159,2024-11-27,2024-11-30,2024-12-04,West,Pune,WH-D,Supplier Alpha,P644,Electronics,9,383,3447,297,75,Standard,On Time
ORD10160,2023-12-30,2023-12-31,2024-01-01,South,Bangalore,WH-C,Supplier Omega,P816,Sports,10,299,2990,16,84,Same Day,On Time
ORD10161,2023-11-02,2023-11-02,2023-11-03,East,Kolkata,WH-E,Supplier Omega,P878,Sports,1,84,84,371,54,Express,On Time
ORD10162,2023-04-06,2023-04-06,2023-04-10,East,Bhubaneswar,WH-B,Supplier Beta,P536,Electronics,19,274,5206,282,47,Express,On Time
ORD10163,2024-08-25,2024-08-25,2024-08-26,West,Ahmedabad,WH-D,Supplier Gamma,P946,Health,3,482,1446,40,81,Standard,On Time
ORD10164,2023-04-18,2023-04-19,2023-04-24,South,Hyderabad,WH-E,Supplier Alpha,P517,Health,19,27,513,423,47,Express,On Time
ORD10165,2023-04-03,2023-04-03,2023-04-05,North,Delhi,WH-A,Supplier Alpha,P134,Clothing,13,317,4121,474,48,Standard,On Time
ORD10166,2023-06-22,2023-06-25,2023-07-03,North,Delhi,WH-A,Supplier Alpha,P784,Sports,7,171,1197,355,79,Express,Late
ORD10167,2024-11-25,2024-11-28,2024-12-05,South,Bangalore,WH-A,Supplier Delta,P120,Electronics,17,211,3587,415,93,Express,On Time
ORD10168,2024-09-11,2024-09-11,2024-09-18,East,Kolkata,WH-A,Supplier Alpha,P425,Health,18,57,1026,130,61,Express,On Time
ORD10169,2023-09-30,2023-10-02,2023-10-12,South,Chennai,WH-C,Supplier Omega,P622,Home & Kitchen,16,295,4720,22,29,Same Day,Cancelled
ORD10170,2023-09-16,2023-09-16,2023-09-25,North,Delhi,WH-B,Supplier Gamma,P112,Clothing,19,404,7676,461,28,Express,Cancelled
ORD10171,2023-12-07,2023-12-07,2023-12-13,East,Bhubaneswar,WH-C,Supplier Gamma,P451,Electronics,18,39,702,54,62,Express,On Time
ORD10172,2023-07-22,2023-07-24,2023-08-01,North,Lucknow,WH-D,Supplier Delta,P485,Home & Kitchen,19,433,8227,418,57,Express,Late
ORD10173,2024-05-06,2024-05-07,2024-05-10,South,Chennai,WH-D,Supplier Delta,P500,Clothing,10,173,1730,396,30,Standard,On Time
ORD10174,2023-09-01,2023-09-01,2023-09-07,East,Patna,WH-B,Supplier Beta,P212,Sports,3,139,417,53,37,Same Day,On Time
ORD10175,2024-10-11,2024-10-12,2024-10-19,South,Hyderabad,WH-C,Supplier Gamma,P903,Electronics,5,331,1655,447,85,Express,On Time
ORD10176,2023-02-27,2023-03-02,2023-03-06,South,Hyderabad,WH-E,Supplier Alpha,P685,Clothing,16,264,4224,122,33,Same Day,On Time
ORD10177,2023-06-06,2023-06-06,2023-06-10,South,Hyderabad,WH-E,Supplier Beta,P882,Sports,10,24,240,430,47,Express,On Time
ORD10178,2024-11-06,2024-11-06,2024-11-08,South,Chennai,WH-D,Supplier Gamma,P600,Sports,20,15,300,475,87,Express,On Time
ORD10179,2023-11-12,2023-11-15,2023-11-18,West,Pune,WH-A,Supplier Alpha,P103,Electronics,13,11,143,331,95,Same Day,On Time
ORD10180,2024-01-15,2024-01-15,2024-01-25,East,Patna,WH-B,Supplier Beta,P590,Sports,4,176,704,444,45,Same Day,Late
ORD10181,2023-11-10,2023-11-12,2023-11-20,North,Delhi,WH-A,Supplier Alpha,P368,Sports,17,401,6817,374,84,Standard,Late
ORD10182,2024-05-06,2024-05-06,2024-05-09,East,Bhubaneswar,WH-A,Supplier Delta,P849,Clothing,16,249,3984,86,87,Standard,On Time
ORD10183,2023-02-25,2023-02-25,2023-03-03,North,Lucknow,WH-A,Supplier Delta,P874,Health,14,203,2842,363,90,Express,On Time
ORD10184,2024-10-06,2024-10-08,2024-10-14,East,Kolkata,WH-A,Supplier Delta,P896,Health,19,363,6897,203,31,Express,On Time
ORD10185,2024-06-07,2024-06-07,2024-06-12,West,Ahmedabad,WH-C,Supplier Omega,P700,Sports,16,102,1632,450,56,Express,Cancelled
ORD10186,2024-02-12,2024-02-14,2024-02-20,North,Lucknow,WH-C,Supplier Beta,P996,Sports,11,259,2849,102,97,Express,On Time
ORD10187,2024-09-05,2024-09-07,2024-09-16,North,Delhi,WH-E,Supplier Omega,P190,Health,8,12,96,187,50,Standard,Late
ORD10188,2024-05-05,2024-05-07,2024-05-17,West,Mumbai,WH-A,Supplier Alpha,P408,Sports,5,448,2240,347,82,Same Day,Late
ORD10189,2023-11-09,2023-11-10,2023-11-14,South,Chennai,WH-C,Supplier Beta,P326,Clothing,14,420,5880,184,94,Standard,On Time
ORD10190,2024-10-28,2024-10-31,2024-11-09,West,Mumbai,WH-C,Supplier Alpha,P707,Home & Kitchen,13,445,5785,385,31,Express,Late
ORD10191,2023-10-23,2023-10-25,2023-10-31,West,Pune,WH-C,Supplier Beta,P238,Electronics,15,22,330,332,82,Same Day,On Time
ORD10192,2024-08-11,2024-08-12,2024-08-15,East,Kolkata,WH-A,Supplier Beta,P608,Clothing,13,180,2340,196,78,Express,Cancelled
ORD10193,2023-09-24,2023-09-24,2023-09-27,West,Mumbai,WH-E,Supplier Omega,P700,Electronics,16,319,5104,500,95,Same Day,On Time
ORD10194,2024-10-12,2024-10-12,2024-10-19,South,Hyderabad,WH-D,Supplier Alpha,P522,Clothing,14,407,5698,226,42,Standard,On Time
ORD10195,2024-11-02,2024-11-02,2024-11-09,West,Ahmedabad,WH-A,Supplier Gamma,P833,Home & Kitchen,3,32,96,65,25,Same Day,On Time
ORD10196,2023-03-30,2023-04-01,2023-04-11,North,Chandigarh,WH-E,Supplier Beta,P180,Home & Kitchen,6,76,456,353,88,Standard,Late
ORD10197,2024-06-03,2024-06-05,2024-06-07,East,Bhubaneswar,WH-C,Supplier Delta,P110,Home & Kitchen,7,65,455,345,78,Same Day,On Time
ORD10198,2024-12-19,2024-12-21,2024-12-28,North,Lucknow,WH-C,Supplier Delta,P475,Health,3,235,705,176,22,Express,On Time
ORD10199,2023-04-04,2023-04-06,2023-04-09,West,Pune,WH-E,Supplier Omega,P794,Electronics,5,61,305,470,42,Express,On Time
ORD10200,2023-04-13,2023-04-16,2023-04-19,East,Bhubaneswar,WH-B,Supplier Omega,P146,Sports,15,256,3840,36,39,Same Day,On Time
ORD10201,2023-07-09,2023-07-11,2023-07-17,North,Delhi,WH-B,Supplier Omega,P447,Electronics,5,431,2155,127,41,Express,On Time
ORD10202,2024-08-14,2024-08-14,2024-08-18,North,Delhi,WH-D,Supplier Delta,P902,Sports,5,369,1845,243,31,Express,On Time
ORD10203,2024-03-14,2024-03-15,2024-03-20,East,Kolkata,WH-D,Supplier Omega,P224,Electronics,7,26,182,321,96,Same Day,On Time
ORD10204,2023-09-24,2023-09-26,2023-10-05,East,Bhubaneswar,WH-B,Supplier Delta,P167,Clothing,18,440,7920,471,81,Same Day,Late
ORD10205,2023-07-02,2023-07-05,2023-07-09,West,Mumbai,WH-C,Supplier Omega,P326,Sports,7,111,777,191,27,Express,On Time
ORD10206,2024-03-14,2024-03-15,2024-03-25,West,Pune,WH-D,Supplier Beta,P518,Electronics,16,435,6960,496,36,Express,Late
ORD10207,2023-10-07,2023-10-07,2023-10-16,West,Mumbai,WH-A,Supplier Alpha,P694,Sports,8,164,1312,33,100,Same Day,Late
ORD10208,2024-12-07,2024-12-08,2024-12-17,South,Hyderabad,WH-A,Supplier Omega,P911,Sports,10,453,4530,78,62,Express,Late
ORD10209,2024-04-03,2024-04-03,2024-04-13,South,Hyderabad,WH-E,Supplier Omega,P266,Health,4,26,104,122,48,Standard,Late
ORD10210,2024-06-05,2024-06-07,2024-06-09,West,Ahmedabad,WH-C,Supplier Gamma,P982,Electronics,3,22,66,367,39,Same Day,On Time
ORD10211,2023-08-25,2023-08-26,2023-08-28,North,Chandigarh,WH-D,Supplier Beta,P572,Health,15,460,6900,358,53,Same Day,On Time
ORD10212,2024-11-17,2024-11-17,2024-11-27,West,Pune,WH-C,Supplier Omega,P741,Electronics,3,371,1113,257,41,Express,Late
ORD10213,2024-12-27,2024-12-29,2025-01-02,West,Pune,WH-A,Supplier Alpha,P684,Health,13,124,1612,368,51,Express,On Time
ORD10214,2023-07-04,2023-07-06,2023-07-13,East,Bhubaneswar,WH-E,Supplier Omega,P473,Electronics,15,153,2295,338,68,Same Day,On Time
ORD10215,2023-07-02,2023-07-05,2023-07-07,North,Chandigarh,WH-A,Supplier Gamma,P238,Electronics,9,416,3744,449,85,Standard,On Time
ORD10216,2023-07-01,2023-07-03,2023-07-05,North,Delhi,WH-B,Supplier Alpha,P442,Electronics,2,324,648,141,42,Express,On Time
ORD10217,2023-10-02,2023-10-04,2023-10-10,West,Pune,WH-A,Supplier Omega,P165,Health,2,327,654,279,68,Same Day,Cancelled
ORD10218,2023-05-22,2023-05-24,2023-05-29,North,Lucknow,WH-E,Supplier Alpha,P901,Home & Kitchen,11,244,2684,234,81,Express,On Time
ORD10219,2024-02-13,2024-02-13,2024-02-15,East,Patna,WH-B,Supplier Delta,P925,Electronics,19,425,8075,260,94,Express,On Time
ORD10220,2023-09-06,2023-09-07,2023-09-11,West,Pune,WH-E,Supplier Gamma,P760,Health,14,172,2408,347,66,Same Day,On Time
ORD10221,2023-12-21,2023-12-23,2023-12-29,East,Bhubaneswar,WH-D,Supplier Alpha,P946,Home & Kitchen,9,59,531,124,43,Same Day,On Time
ORD10222,2023-11-18,2023-11-19,2023-11-29,East,Kolkata,WH-A,Supplier Alpha,P460,Clothing,2,342,684,163,71,Express,Late
ORD10223,2024-04-07,2024-04-08,2024-04-17,South,Chennai,WH-C,Supplier Alpha,P577,Sports,1,84,84,360,71,Express,Late
ORD10224,2023-02-06,2023-02-07,2023-02-17,East,Patna,WH-D,Supplier Beta,P758,Electronics,17,178,3026,358,84,Standard,Late
ORD10225,2023-07-10,2023-07-11,2023-07-16,North,Delhi,WH-B,Supplier Gamma,P461,Sports,7,85,595,102,64,Express,On Time
ORD10226,2023-10-25,2023-10-26,2023-10-27,East,Kolkata,WH-B,Supplier Delta,P712,Electronics,8,288,2304,458,50,Same Day,On Time
ORD10227,2023-01-13,2023-01-14,2023-01-21,East,Bhubaneswar,WH-C,Supplier Gamma,P869,Sports,15,170,2550,456,85,Express,On Time
ORD10228,2023-11-18,2023-11-21,2023-11-29,East,Kolkata,WH-A,Supplier Delta,P178,Electronics,12,65,780,51,100,Same Day,Late
ORD10229,2024-09-05,2024-09-08,2024-09-10,North,Delhi,WH-C,Supplier Gamma,P644,Electronics,9,194,1746,422,63,Standard,On Time
ORD10230,2023-09-08,2023-09-09,2023-09-12,East,Bhubaneswar,WH-E,Supplier Delta,P562,Home & Kitchen,1,368,368,494,100,Express,On Time
ORD10231,2024-12-14,2024-12-15,2024-12-25,West,Ahmedabad,WH-B,Supplier Alpha,P960,Home & Kitchen,7,428,2996,150,77,Standard,Late
ORD10232,2023-04-24,2023-04-26,2023-05-02,East,Kolkata,WH-D,Supplier Beta,P432,Clothing,2,405,810,18,96,Standard,On Time
ORD10233,2024-02-03,2024-02-04,2024-02-08,North,Delhi,WH-A,Supplier Alpha,P601,Health,18,250,4500,438,21,Standard,On Time
ORD10234,2023-04-29,2023-05-01,2023-05-02,North,Delhi,WH-D,Supplier Alpha,P656,Sports,5,419,2095,8,64,Same Day,On Time
ORD10235,2024-07-11,2024-07-13,2024-07-15,East,Kolkata,WH-D,Supplier Omega,P371,Sports,12,160,1920,255,59,Standard,On Time
ORD10236,2023-12-24,2023-12-24,2024-01-03,South,Chennai,WH-A,Supplier Gamma,P240,Health,16,423,6768,465,28,Same Day,Late
ORD10237,2023-06-25,2023-06-26,2023-07-04,South,Bangalore,WH-B,Supplier Alpha,P863,Clothing,15,460,6900,335,79,Standard,Late
ORD10238,2023-06-26,2023-06-26,2023-06-28,East,Patna,WH-D,Supplier Omega,P574,Clothing,18,424,7632,82,82,Standard,On Time
